날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,기관합계,전체
2023-05-11,-858724680,-80438400,-689564250,-232815920,0,-284994170,58146500,-2892563200,3106592880,1863745580,10615660,-4980954120,0
2023-05-12,186045360,0,-2075764880,-2805240,0,210960,53716120,5848444350,-2271178300,-1741854570,3186200,4009846670,0
2023-05-15,429976660,67642290,-566557170,-661884650,0,446600,11319250,3017947910,1452385540,-3755105010,3828580,2298890890,0
2023-05-16,-89935150,103142670,-155954260,-347794860,0,401730,10122860,0,1382673950,-903133020,476080,-480017010,0
2023-05-17,1271081970,-63561190,-179508370,-18655950,0,-64497340,23647170,357038630,-1820941820,481075100,14321800,1325544920,0
2023-05-18,-68917220,49896120,58040760,225443670,0,241100,22692780,944306060,916259120,-2148109330,146940,1231703270,0
2023-05-19,627470620,-77994940,-254214580,-998602380,0,-1455210,30280000,2635054230,-2331484690,372207440,-1260490,1960537740,0
2023-05-22,163910970,-323490880,-213407150,-810613230,0,0,0,2102002170,-321387760,-595758530,-1255590,918401880,0
2023-05-23,32777130,-549590,-55594580,367501210,0,0,61423840,414182920,-686386560,-121432960,-11921410,819740930,0
2023-05-24,-647337640,-2782860,121477400,72497170,0,0,54824410,1401870,1946357390,-1548006450,1568710,-399919650,0
2023-05-25,-304415860,-50188530,-1703674790,-228716900,0,-14910,927380,-14367520,3680285220,-1388045700,8211610,-2300451130,0
2023-05-26,17601270,83950710,8228520,-89050900,0,0,-132002600,1566503800,209984320,-1675670640,10455520,1455230800,0
2023-05-30,-363036120,-293088730,-388005480,-757104300,0,0,164770720,-10605370,4376255630,-2747091910,17905560,-1647069280,0
2023-05-31,-222827200,-264565090,-247409730,-1230113260,0,0,-135213960,-39967050,1997647730,141845560,603000,-2140096290,0
2023-06-01,-1212661730,85612410,143115610,540199280,0,0,49356200,21550030,1480315270,-1180204910,72717840,-372828200,0
2023-06-02,202310880,-1690440,-94841830,-889792480,0,0,-141591330,-23505310,2219706460,-1272455210,1859260,-949110510,0
2023-06-05,293124620,-322185490,179260500,-96965660,0,0,77220400,269092620,599321690,-1005980680,7112000,399546990,0
2023-06-07,229090330,-26035130,133108380,-432356160,0,0,-209163680,-24641610,1035089680,-705538220,446410,-329997870,0
2023-06-08,-865611990,-464062010,-414912230,-555723820,0,0,-294301730,21208090,3576300470,-1010442450,7545670,-2573403690,0
2023-06-09,708333210,-78871490,-1762188520,-884154260,0,14210,-904727690,23988960,3336279450,-467240750,28566880,-2897605580,0
2023-06-12,38058980,70669330,-859636710,-1956109860,-60635400,14030,-909235570,-146772820,3728962120,80395380,14290520,-3823648020,0
2023-06-13,714667830,-205455120,-1286171060,-506789090,0,-168421200,-676528920,-91224520,1094644090,1115334930,9943060,-2219922080,0
2023-06-14,135436380,-264549470,-587005280,-57068910,0,-10,-923815250,50423500,2212104970,-578668060,13142130,-1646579040,0
2023-06-15,288740410,-3796800,-137355740,-943089150,0,410,-1188459210,17416620,1814350520,192675540,-40482600,-1966543460,0
2023-06-16,-509889810,-137660,221711630,250195450,0,0,-41161160,-190618740,1066008120,-842902280,46794450,-269900290,0
2023-06-19,-770346140,66322490,-74485830,-251492850,0,0,175992760,-163165100,1735862770,-788737550,70049450,-1017174670,0
2023-06-20,-1214055890,177858440,1895807400,245130600,0,0,896591240,65148790,1098108430,-3093912820,-70676190,2066480580,0
2023-06-21,-376503760,229917440,1700426710,1416650350,0,22161530,725787540,202236240,-3553052670,-377572140,9948760,3920676050,0
2023-06-22,-260286030,204114140,141792030,167606160,0,0,706895760,20302200,-843445150,-170622490,33643380,980424260,0
2023-06-23,117381490,-9167590,108750830,301710430,0,0,663504870,-549652020,-211570110,-421261100,303200,632528010,0
2023-06-26,-189342980,95372280,-249958380,-1053291870,0,0,25421000,-26164420,2411053140,-949962280,-63126490,-1397964370,0
2023-06-27,622079800,-98600,75404750,-1192303360,0,0,0,-71650,395231760,97778830,1978470,-494989060,0
2023-06-28,-125517310,-70736510,444944990,-344256700,0,-170,732488030,5364750,-310882310,-331186890,-217880,642287080,0
2023-06-29,-553904470,19025250,-60934570,-456188060,0,0,-278089400,62073310,2644692170,-1386500930,9826700,-1268017940,0
2023-06-30,2359716420,-66160000,-517987520,-130124420,0,0,-1192651880,8906180,-980849630,459848750,59302100,461698780,0
2023-07-03,186656080,167892470,533584710,710176990,0,-20627120,1139172320,345502340,295832290,-3369411050,11220970,3062357790,0
2023-07-04,-1723724980,150583960,-72344730,-308991540,0,0,59094600,-22153470,3044294570,-1069759270,-56999140,-1917536160,0
2023-07-05,-124660800,214142460,-103216810,-141949430,0,0,-141293190,-58247150,1132187590,-776403490,-559180,-355224920,0
2023-07-06,-320830050,-89270390,91033570,-218649950,0,0,-231609930,-41277430,3632561200,-2762676290,-59280730,-810604180,0
2023-07-07,-411691630,149792640,58646340,2492750,0,0,952297290,12687410,1150446490,-1911657580,-3013710,764224800,0
2023-07-10,-452161860,-4962270,-23178790,203217310,0,0,-425109730,101015000,-927535890,1531067330,-2351100,-601180340,0
2023-07-11,1050005340,56767060,102813680,-105883400,0,0,-654613310,-709220,-523768920,76296750,-907980,448380150,0
2023-07-12,109037030,357270,-9738850,714501780,0,0,-267573840,298144230,-1076487780,229187880,2572280,844727620,0
2023-07-13,-56171160,-62313940,462699020,-1932316720,0,10,-90888440,23889940,2471513860,-814652070,-1760500,-1655101290,0
2023-07-14,-1321997760,-1565300290,53130220,-24491550,0,0,699125750,98055190,-4503434670,6600715040,-35801930,-2061478440,0
2023-07-17,-405789100,-48220630,-639728270,296871520,0,0,-2165091820,-97117240,3373313180,-310878170,-3359470,-3059075540,0
2023-07-18,-686563970,-104331870,-387875530,-578839730,0,0,-754813210,-13027210,2627463760,-114044310,12032070,-2525451520,0
2023-07-19,410820650,2589330,-14168670,-258008810,0,0,1118693850,-5666530,-3019748590,1701808480,63680290,1254259820,0
2023-07-20,351634270,-38513330,-356613300,-1196670380,0,0,-566712950,10638090,3564846440,-1813004310,44395470,-1796237600,0
2023-07-21,-297669040,-446090,-279117150,-64270420,0,0,-176462490,18931790,1987271330,-1218731140,30493210,-799033400,0
2023-07-24,-59938810,-53758580,-296003190,-76106980,0,0,31897020,56466850,1033042280,-654267080,18668490,-397443690,0
2023-07-25,-258234360,-209422930,-712647710,17656480,-38649510,0,-916153240,11506010,194161510,1915582270,-3798520,-2105945260,0
2023-07-26,-480732210,45534920,-924633950,-2418394710,0,260,350292950,167392300,4020965870,-702217850,-58207580,-3260540440,0
2023-07-27,871288590,-155490530,645492130,2889838250,0,-13910,870894230,2670286270,-7695580320,-82184400,-14530310,7792295030,0
2023-07-28,-196490710,5604480,17819720,1526144450,0,0,157055150,1870065790,-1055259470,-2378048030,53108620,3380198880,0
2023-07-31,406052150,-1954033070,20233800,1864088520,0,0,-10937300,1415457460,-1760504880,-4993890,24637210,1740861560,0
2023-08-01,87708170,-1842660,-388660580,-2431432990,0,0,0,1712175240,1215215070,-133297600,-59864650,-1022052820,0
2023-08-02,-490391660,4691160,742830,-11534500,0,0,11122920,881417980,-944479770,555447990,-7016950,396048730,0
2023-08-03,685644820,-29974180,-310345530,-1561890530,0,0,-5221360,-555248200,1302686240,483443600,-9094860,-1777034980,0
2023-08-04,-163661000,-10108540,205553950,462523500,0,0,255577350,-563826860,-2318313250,2085430010,46824840,186058400,0
2023-08-07,-532507320,8761100,-462653300,29847850,0,0,-490140330,24176270,672108790,760748590,-10341650,-1422515730,0
2023-08-08,340533090,9542180,-176888120,17449270,0,0,11266570,4551770,754744500,-936086860,-25112400,206454760,0
2023-08-09,403670480,-114487810,-898325610,-402324210,0,0,-2404450,56757620,-333223700,1290288870,48810,-957113980,0
2023-08-10,-208043470,3339287600,2080628870,9034236570,-229890200,64051910,1715446040,-23764149560,-11871331610,19829455950,10307900,-7968432240,0
2023-08-11,-500380710,286308380,2021549850,2316512330,0,2333660,918073820,-110638170,-9689029090,4845211350,-89941420,4933759160,0
2023-08-14,-1551624760,3230726360,-1341477870,514106800,0,152726430,342867900,219872650,-4889129960,3377823260,-55890810,1567197510,0
2023-08-16,-595842420,505026550,330530920,-1093390770,0,135210780,209680300,-1267587220,-2873136380,4694250770,-44742530,-1776371860,0
2023-08-17,2281981040,230056780,85507190,-575286980,115836450,49207620,-23846780,108254470,-3873243090,1585721200,15812100,2271709790,0
2023-08-18,-1330854730,148589860,-295442380,-1028104860,0,22105610,260062270,8910878080,-3942796610,-2671871940,-72565300,6687233850,0
2023-08-21,834736700,56945380,-4816540,-2449871170,0,0,21848870,4254175700,-5553676010,2835703450,4953620,2713018940,0
2023-08-22,-377212910,-49336500,-577968320,-1579158670,0,-7041780,44685100,2649337570,-1315248170,1194136820,17806860,103304490,0
2023-08-23,-411818150,149784160,-296006630,-1747454400,0,52896210,82081210,2219522400,-1759405340,1629305970,81094570,49004800,0
2023-08-24,-542366510,450720600,1239474680,-80155860,0,-17050,965854500,1593878890,994901120,-4630892490,8602120,3627389250,0
2023-08-25,-1164896280,116034890,619623620,-27226430,0,0,692409830,1234026620,-1632875120,189834460,-26931590,1469972250,0
2023-08-28,1417126000,-138266470,-77781610,-2456287170,0,14238770,1872420,212228100,3260063230,-2257810430,24617160,-1026869960,0
2023-08-29,48661430,306509060,-280470480,305103000,0,21878490,56319930,-590332020,2800312480,-2597963710,-70018180,-132330590,0
2023-08-30,353119770,148260570,359470220,-140505790,0,-7177260,-50700,58254800,1086272620,-1872454960,14810730,771371610,0
2023-08-31,381074960,267360090,-816017070,634081220,0,0,-140512660,-89155720,638319430,-880830600,5680350,236830820,0
2023-09-01,-1571055560,346803680,1227624440,288755730,0,0,649336190,-37513080,36911560,-945582540,4719580,903951400,0
2023-09-04,-275462370,25834630,392856160,-112922240,0,0,724960230,17337700,1095039540,-1883086330,15442680,772604110,0
2023-09-05,-159162900,-16870,-1237620,40422460,0,0,1398550,7235140,4703715390,-4738827950,146473800,-111361240,0
2023-09-06,520029460,444671580,1859890550,2069916250,0,0,747718080,-622904330,-5260514690,281582520,-40389420,5019321590,0
2023-09-07,-109779630,280501150,988578730,-2662340,0,0,416715160,27583880,458871010,-2159084150,99276190,1600936950,0
2023-09-08,466635690,546285170,1109361390,-26318690,0,0,172638020,-76387860,-3558267170,1306384080,59669370,2192213720,0
2023-09-11,-807118190,-38008920,503111210,216027550,0,0,351814210,104711860,2183541100,-2491534460,-22544360,330537720,0
2023-09-12,522916990,-10932450,-446306620,-116959560,0,0,0,7275210,3699975810,-3519368610,-136600770,-44006430,0
2023-09-13,405955560,256338910,461783210,4207760,0,0,114136170,-56111600,-1791743020,642476830,-37043820,1186310010,0
2023-09-14,-194562870,203281460,-239202130,4965570,0,0,197359760,786847060,94303460,-848210140,-4782170,758688850,0
2023-09-15,455648290,53922460,77408400,-417180100,0,0,96666950,-551043440,-957125070,1241226700,475810,-284577440,0
2023-09-18,855949420,14380980,28143450,642479680,-11462550,0,61501480,-472025860,243134640,-1424493730,62392490,1118966600,0
2023-09-19,239897760,-7538030,-94825930,-136425260,0,0,20133940,-2020051110,2402766860,-394270930,-9687300,-1998808630,0
2023-09-20,-54571750,30476420,43878360,-74634480,0,0,-39148860,39248860,-325719220,336952170,43518500,-54751450,0
2023-09-21,-961973690,146215550,-3155370,-556603320,0,0,-50536800,1739479370,-903973170,573516940,17030490,313425740,0
2023-09-22,-97768800,-4866460,82001990,-1539720,0,0,19613890,1081740280,-1088767580,70834960,-61248560,1079181180,0
2023-09-25,658168410,22383100,-424665000,-420442850,0,0,-92313400,484095200,1140798900,-1366795750,-1228610,227225460,0
2023-09-26,-70921670,-70458660,-466211380,-100910030,0,0,0,172952160,1525077920,-1013965680,24437340,-535549580,0
2023-09-27,41000500,-34179210,5604150,182022980,0,0,0,18986660,208506500,-476533960,54592380,213435080,0
2023-10-04,882067770,-1674943660,-1811730760,-2174006040,0,-180458030,-1073743300,45015780,2615553960,3429140180,-56895900,-5987798240,0
2023-10-05,221837860,303521420,715190780,-1188923510,0,27372570,180440150,-15966720,-637654010,360672570,33508890,243472550,0
2023-10-06,167785720,-358001530,-802218540,-1252889380,0,0,-98084880,-16515000,1035141650,1311512040,13269920,-2359923610,0
2023-10-10,-165442650,15054530,532460620,-2456074270,0,-5717960,-152911090,27670410,-1887506390,4090246240,2220560,-2204960410,0
2023-10-11,317266230,49031830,384151360,8154010,0,0,142565910,-22157490,-156007190,-686254520,-36750140,879011850,0
2023-10-12,-767984770,-67129710,-94958790,1207488090,0,0,-160123380,4494000,-187163780,54360960,11017380,121785440,0
2023-10-13,114080220,-300263850,1341569640,462109510,0,0,39470990,86261450,-543907040,-1196476340,-2844580,1743227960,0
2023-10-16,1023069480,-1429347190,49253400,6168820,0,0,-293707990,-6526280,-941583810,1555902380,36771190,-651089760,0
2023-10-17,-345585930,-259593390,380582150,5075310,0,0,62751920,4045870,365674190,-217537500,4587380,-152724070,0
2023-10-18,1190310330,-612484590,14263080,11973530,0,0,-250355370,-20985610,-1381450620,1046082090,2647160,332721370,0
2023-10-19,401023220,-326592610,-90205180,24749210,0,0,-412023380,9955480,-715639250,1099671510,9061000,-393093260,0
2023-10-20,1535526360,-147946210,20319500,-186304210,0,-347750,-216279960,-62871700,-495859040,-503190760,56953770,942096030,0
2023-10-23,-474633060,77583660,1352100380,74323020,0,0,170778080,-101665300,-957572250,-147419760,6505230,1098486780,0
2023-10-24,612693620,56967400,339459150,292696690,0,0,592717450,-6855200,-275173730,-1612199760,-305620,1887679110,0
2023-10-25,-104910440,34920230,1820282700,868962700,0,0,-120392750,13254870,-848705880,-1657942690,-5468740,2512117310,0
2023-10-26,31492660,100822970,304481560,7954300,0,-435300,606947700,-7933500,-260557380,-781857370,-915640,1043330390,0
2023-10-27,631518010,236281620,84564730,27244150,0,27537260,177313590,11745720,-173183190,-1025950960,2929070,1196205080,0
2023-10-30,290079840,5199280,56435910,85787340,0,0,39588730,2946600,-863042800,382624850,380250,480037700,0
2023-10-31,-113270380,42500570,63768010,204885200,0,0,-461890550,700650,995547560,-745333420,13092360,-263306500,0
2023-11-01,854126190,11785310,18129500,9288460,-8567610,6360680,-315835650,9837070,256683840,-841444010,-363780,585123950,0
2023-11-02,1253870880,-878472010,-720310300,-405401830,-4164780,-36422460,-525282000,-45401210,4884698780,-3430756260,-92358810,-1361583710,0
2023-11-03,2785409780,-452223700,-818207520,-452112920,0,-3372060,-508723630,-250615600,-6417692240,6166927780,-49389890,300154350,0
2023-11-06,-209033520,-11964620,-650443210,74664200,-2866440,-2250010,-711353800,148568150,1454953710,-245832890,155558430,-1364679250,0
2023-11-07,64483150,-50069340,227233200,-106860940,0,0,-667821960,-125984720,799716070,-125156110,-15539350,-659020610,0
2023-11-08,106316190,1240690,4245030,11469300,0,150,-1029279260,-16806110,715503640,205289180,2021190,-922814010,0
2023-11-09,-468663930,-10872670,37580360,-32855600,0,0,437634980,323827860,370989990,-670560070,12919080,286651000,0
2023-11-10,-1910079920,-180562050,-27274860,-7411450,0,140,-481863420,34120490,3087723170,-518855090,4202990,-2573071070,0
2023-11-13,-856982220,-710890,-1815774840,-104520650,0,0,186649350,48994100,3180243520,-642816290,4917920,-2542345150,0
2023-11-14,117513660,-90076750,94104340,68634790,0,0,-331338480,269696930,204447570,-333134350,152290,128534490,0
2023-11-15,-51086340,139194550,465366600,956049120,0,0,0,-18591990,-3121786860,1626896690,3958230,1490931940,0
2023-11-16,-395281720,164573350,-1184399970,-183618330,0,0,34055810,-2885430,1146165500,422440930,-1050140,-1567556290,0
2023-11-17,-332779000,484402600,-724793220,-20717540,0,0,-228081520,78616410,981793950,-268712700,30271020,-743352270,0
2023-11-20,286456730,-9371660,-95961010,-197092420,0,-2965890,0,9892460,-694666850,701618140,2090500,-9041790,0
2023-11-21,-8021060,-31860620,-785354750,-201071180,0,0,-230700180,51444720,803438370,390994960,11129740,-1205563070,0
2023-11-22,181875100,-209596710,-703293550,-629100,0,-45410190,-340760180,56180000,1358859530,-245922490,-51302410,-1061634630,0
2023-11-23,47705290,-91204570,-90742970,-106166350,0,-22047330,0,-19746060,-15819430,299905270,-1883850,-282201990,0
2023-11-24,-169973210,-42040,218765790,-1422429350,0,0,-105010070,53828500,1188704280,232947250,3208850,-1424860380,0
2023-11-27,-137115500,-195414970,-274077430,43116240,0,-94213380,-78615110,-460784170,2554521350,-1367777160,10360130,-1197104320,0
2023-11-28,-190439740,-284940240,-87502040,-276034930,0,0,-482953310,46102010,2630448180,-2197095450,842415520,-1275768250,0
2023-11-29,-68961050,-961197000,-1327063950,-52698320,0,0,-1627479000,67728890,5265672590,-1304436320,8434160,-3969670430,0
2023-11-30,-378686230,-499706280,-745723870,-60736050,0,13450,-718902180,40679290,2121174250,199363860,42523760,-2363061870,0
2023-12-01,-25707100,0,186395040,-18905530,-5584200,-31662280,-586795070,117167660,-97853590,461668910,1276160,-365091480,0
2023-12-04,116109970,-419995820,13340,-2862800,0,50,-136289240,3301790,450386350,-12352680,1689040,-439722710,0
2023-12-05,-35375180,7525270,-122220080,0,0,0,-592304490,1521930,560661500,128029560,52161490,-740852550,0
2023-12-06,1124378090,-324062420,46238610,-6145970,0,0,-287664650,-307725430,-891693450,632470070,14205150,245018230,0
2023-12-07,-532755910,-26360,-998703010,197750,0,100,2907820,74029340,3099440390,-1649202120,4112000,-1454350270,0
2023-12-08,583548370,199850,-431940100,48517240,0,-80,-660737810,64989340,-97581340,498635240,-5630710,-395423190,0
2023-12-11,-205718850,-460910,0,67400,0,0,148208850,5342110,-816616220,861558790,7618830,-52561400,0
2023-12-12,73195090,221859650,205058340,-170403610,0,0,146559130,7098790,-83700200,-392044420,-7622770,483367390,0
2023-12-13,31776580,40860,351504470,-41813470,0,0,512091480,191020,-960590410,102265820,4533650,853790940,0
2023-12-14,388684760,-192612360,466421630,-2119170,0,0,61650240,-302500,-430459170,-252746500,-38516930,721722600,0
2023-12-15,47776510,-146474050,2658240,74425760,0,0,-341652620,-18027200,602725930,-232714930,11282360,-381293360,0
2023-12-18,58212510,0,224180620,625514830,0,-2736850,6964810,-39453220,-1131144560,249632610,8829250,872682700,0
2023-12-19,-137294990,-97081560,-43102920,-93378490,0,0,-826161740,-414632990,1382675230,225574330,3403130,-1611652690,0
2023-12-20,-61569120,41334300,33229110,-3733270,0,0,-136188000,-2299700,-590728070,695455550,24499200,-129226680,0
2023-12-21,-693741300,-1425510,-772250140,-8515650,0,0,-178615260,3259060,2317979060,-694494760,27804500,-1651288800,0
2023-12-22,-222018770,0,-9405560,-66126430,0,13380,-177329930,-120256000,245326430,334316020,15480860,-595123310,0
2023-12-26,196400670,-162954580,-1705501110,0,0,-110,-577996360,1271000,2039321850,132742530,76716110,-2248780490,0
2023-12-27,-283438650,-40708660,-50026240,-7756690,0,-20,-329618880,6954600,852634050,-183718500,35678990,-704594540,0
2023-12-28,-349993900,-99381790,286524680,-50408530,0,5835310,-615715220,-6481600,-87143270,929219620,-12455300,-829621050,0
2024-01-02,-84964210,-44635240,-18570510,8780860,0,0,-486805460,0,-60135530,697636790,-11306700,-626194560,0
2024-01-03,-914555360,-11755730,-57044270,-48302430,-21796010,-26634490,-79842600,894100,1212601420,-122036580,68471950,-1159036790,0
2024-01-04,-240223910,-76186970,-169101050,90062790,2974250,200,-296383160,13947820,4124387460,-3546300610,96823180,-674910030,0
2024-01-05,-211698760,-1145010,-764193880,-1294570,0,120,-969887460,12906740,2212179320,-306289460,29422960,-1935312820,0
2024-01-08,-146202850,-5273800,0,-3674460,0,0,-208701890,13009940,-489209400,833942770,6109690,-350843060,0
2024-01-09,668790880,-34950030,306590270,-44392840,0,0,-104123590,0,-1210647360,420835630,-2102960,791914690,0
2024-01-10,-139856460,-59796530,-17106600,52560,0,26290,-131683180,1970550,822231020,-489425970,13588320,-346393370,0
2024-01-11,55248150,-1267840,214564070,0,3009300,0,-577931120,8396400,-48806550,348186870,-1399280,-297981040,0
2024-01-12,-408592610,-153580,-3895010,-3561650,0,1961540,-128824420,127682300,2807631600,-2441164160,48915990,-415383430,0
2024-01-15,271883900,-39513280,-85079620,-25695100,0,0,-187767950,64350,262796200,-193152830,-3535670,-66107700,0
2024-01-16,-46001770,-284927610,-899550180,-572661720,0,0,-801998480,8097590,2849832410,-285685960,32895720,-2597042170,0
2024-01-17,423584880,1094290,-588926050,1390160,0,442810,-556053150,12309040,697856160,-6607450,14909310,-706158020,0
2024-01-18,-3915370,-4401440,-69527990,-90937310,0,-37150310,-327947280,54542160,-58730720,497299410,40768850,-479337540,0
2024-01-19,982695910,46113730,-11677480,384696270,0,-6861870,-678808110,24595160,-1523550330,785986760,-3190040,740753610,0
2024-01-22,624350660,-2493850,-190496570,0,0,0,-112032700,-26553390,173244490,-467270010,1251370,292774150,0
2024-01-23,328583780,-323753890,-93799100,-6593440,0,-54241130,-676432300,13091670,575808750,242852930,-5517270,-813144410,0
2024-01-24,183971080,-181591780,-1665183250,-44321300,0,0,-593570770,65460080,1003793400,1217770090,13672450,-2235235940,0
2024-01-25,201702880,0,-571279810,0,0,-30,-468137670,133090340,752404610,-72629420,24849100,-704624290,0
2024-01-26,-112949720,-4873670,268100150,220179860,0,0,-134552720,3573260,-2659548270,2335058230,85012880,239477160,0
2024-01-29,-75033260,1112470,-32657380,31305720,0,0,-508246040,64756250,1187899640,-651704510,-17432890,-518762240,0
2024-01-30,-178088840,-72224170,-166030,665510,0,0,-247014710,516790,76982760,441861580,-22532890,-496311450,0
2024-01-31,-26537090,90224300,-379430,38434160,0,0,-246666910,63795770,136070250,-8590320,-46350730,-81129200,0
2024-02-01,591609950,-178293880,-287041900,5067780,0,0,-255087350,43717360,-583322700,663602840,-252100,-80028040,0
2024-02-02,716975210,176915060,-110667110,290963080,0,-26075150,-984153750,111105810,-847355620,639339630,32952840,175063150,0
2024-02-05,18061800,-20386910,-233620,-3377380,0,0,-142005500,62778710,-20478650,130128120,-24486570,-85162900,0
2024-02-06,-444511790,90760910,-348459980,121123620,0,-91250,-187236530,-47313010,603465740,151421110,60841180,-815728030,0
2024-02-07,445118170,55161390,-90993850,-42496690,0,0,-275420960,-5818280,-150495940,64180380,765780,85549780,0
2024-02-08,-467830150,487181340,-47950000,92423320,0,98915230,400172390,-55050640,-985240750,459488510,17890750,507861490,0
2024-02-13,-587723710,209133110,-178861960,-118949120,0,50210200,612707720,-7360940,655461060,-633337340,-1279020,-20844700,0
2024-02-14,-325120870,70748560,-696140,-2021590,0,0,103804000,-45505120,-561124310,760390870,-475400,-198791160,0
2024-02-15,-373915290,-4625770,-349580100,-246223910,0,10,-48380500,37749960,2429818180,-470150190,-974692390,-984975600,0
2024-02-16,46741150,-2034550,-385250170,52680,0,0,-324765340,-18938710,2339884470,-1602539560,-53149970,-684194940,0
2024-02-19,813981580,-204181440,7290480,1060370,0,0,-734932390,-1091350,-2040136720,2391189550,-233180080,-117872750,0
2024-02-20,-495682700,-33266600,-13060810,52720,0,-31082060,-399104770,639153420,3173971510,-2887992250,47011540,-332990800,0
2024-02-21,-500670590,-2000070,0,-1269740,0,50,-188013750,130965400,42261440,518064570,662690,-560988700,0
2024-02-22,-41173520,-54462590,-139818050,104873590,0,-28091550,-389211800,73390660,2384270800,-1905814370,-3963170,-474493260,0
2024-02-23,-912118840,74189650,112243490,-96637940,0,170,-329487910,22766850,2205308950,-1080980860,4716440,-1129044530,0
2024-02-26,-189668190,-21344400,-6200880,-562770,0,40,-394503330,101445060,797823720,-287290630,301380,-510834470,0
2024-02-27,-154862090,-1177930,-184450300,-234670690,0,-12230,-142265200,45449660,2518143100,-1847297620,1143300,-671988780,0
2024-02-28,262544760,48130730,221951060,-185962280,0,-210,4390990,12698730,-820605090,453114010,3737300,363753780,0
2024-02-29,-490557280,-541910,357730040,-1226820,0,-120,-174042940,1195850,100756960,172354210,34332010,-307443180,0
2024-03-04,391775310,66724050,131686710,19924350,0,0,260498880,-13383720,-686829400,-202904020,32507840,857225580,0
2024-03-05,-7679820,206479750,45260250,141848740,0,-13030,410954110,-19150290,-2710763480,1915566580,17497190,777699710,0
2024-03-06,-70164830,-12030990,-269855650,148163170,0,12890,36642570,7333900,514499730,-394525770,39924980,-159898940,0
2024-03-07,-1005916270,-88817590,212419010,920147570,0,-13200,1619632670,508060000,-3470740570,1381326960,-76098580,2165512190,0
2024-03-08,60191740,23193540,181702980,63547210,0,-343610,133533180,50968650,1997527270,-2494826140,-15494820,512793690,0
2024-03-11,-39618100,115179770,194482350,0,-14160170,0,0,-187104020,654938310,-740207570,16489430,68779830,0
2024-03-12,29433760,26578220,-54110610,64625610,0,0,-6728170,16353420,-566046640,494206350,-4311940,76152230,0
2024-03-13,275106470,-480916860,-279689450,-23525890,0,-14924780,12551650,-484324290,1530988420,-533653520,-1611750,-995723150,0
2024-03-14,110167560,56392250,124976530,163050470,0,0,-98800710,-3327080,-593245090,253878000,-13091930,352459020,0
2024-03-15,-276383770,8281940,223259840,78222080,0,0,0,1216830,847640660,-882627070,389490,34596920,0
2024-03-18,152234250,7733260,-30137630,-13311000,0,0,166814860,-6433650,-280466070,3513870,52110,276900090,0
2024-03-19,-359801690,108139010,387959930,39990000,201822220,20,1628488800,-179487980,-5129743420,3613831370,-311198260,1827110310,0
2024-03-20,114675250,51406940,200780630,-1915220,0,27240,15196080,-579771980,-1518503730,1748610230,-30505440,-199601060,0
2024-03-21,299324660,30161780,98522330,725935350,0,-52799450,-43664040,-114436870,-361420430,-572156330,-9467000,943043760,0
2024-03-22,-42478980,18331000,106035850,-1048200,0,20,293650540,111601250,-2345748750,1876224720,-16567450,486091480,0
2024-03-25,153170500,487506280,-20720130,326085800,0,0,70544280,60889070,-921218010,-149550580,-6707210,1077475800,0
2024-03-26,497190040,359428160,386122180,564169860,0,35880110,1048751030,-377353720,-5577203060,3056100690,6914710,2514187660,0
2024-03-27,-710013340,251411380,256205540,667160400,0,0,1061898530,106574240,-3687121650,2021702960,32181940,1633236750,0
2024-03-28,484093670,-489721990,-699321860,403722330,0,-14420,1370764520,242520320,6843870,-1318267630,-618810,1312042570,0
2024-03-29,-81548930,190396010,181942070,409528340,-212125070,0,1176082840,76752200,-1780416850,41969110,-2579720,1741027460,0
2024-04-01,954727040,970602400,3124607640,1829138990,0,632303430,3871926030,-58698160,-13738228170,2437171870,-23551070,11324607370,0
2024-04-02,98308180,139080900,767259380,186514560,16506420,14920,395184900,121745980,1738630670,-3430795780,-32450130,1724615240,0
2024-04-03,-668119720,171869420,482262480,-67857320,0,8153190,1563783520,44910080,-377383780,-1172911990,15294120,1535001650,0
2024-04-04,458673920,66140020,722425710,74334360,0,34642240,1984780120,-324712100,-2728787750,-261360430,-26136090,3016284270,0
2024-04-05,-189036770,142877240,408780300,508760,0,0,1063387860,40963210,-429075400,-1085421460,47016260,1467480600,0
2024-04-08,-923016070,-173187040,351769280,485385670,0,34340640,1399034630,-39815290,-2012453820,869830520,8111480,1134511820,0
2024-04-09,-105873670,-348678310,542386360,372607840,0,37544700,1795207400,102587710,-2889264770,263895240,229587500,2395782030,0
2024-04-11,-932798950,-544428690,-602659460,-171764730,0,0,-216301210,-8681200,1967473420,511300700,-2139880,-2476634240,0
2024-04-12,-848903840,41391720,251731530,-153999180,0,-34079360,535227200,358537020,-4518200,-29142010,-116244880,149905090,0
2024-04-15,196263490,41036640,66525970,16752720,0,0,315316880,143009140,-1171813690,404653600,-11744750,778904840,0
2024-04-16,179733550,-75622650,53260920,0,0,-200,1057605560,247776720,-631867670,-831646890,760660,1462753900,0
2024-04-17,213957280,171988300,168595880,168852370,0,9705810,2156632620,7700000,-1625737600,-1286315890,14621230,2897432260,0
2024-04-18,686278040,15035660,264046620,377502470,14990000,2534480,354183270,300295700,-862143810,-1143514780,-9207650,2014866240,0
