날짜,금융투자,보험,투신,사모,은행,기타금융,연기금,기타법인,개인,외국인,기타외국인,전체,기관합계
2022-12-27,132036,5929,70594,47095,0,0,-6089,5861,-250728,-4221,-477,0,255426
2022-12-28,-168831,7213,83312,153374,0,0,-1794,-4191,-103047,32252,1712,0,69083
2022-12-29,-103572,-2011,-7888,27666,0,0,-142,158139,44400,-117536,944,0,72192
2023-01-02,-4591,-10772,21514,-51744,0,0,43016,18409,4973,-22038,1233,0,15832
2023-01-03,-8257,21,61737,18915,6838,0,0,164533,-113006,-131159,378,0,243787
2023-01-04,-41259,-10766,27894,15527,0,0,0,40926,45641,-77953,-10,0,32322
2023-01-05,27008,28294,9529,69716,5766,0,15254,4004,-111200,-44726,-3645,0,159571
2023-01-06,71219,2523,43584,19426,0,0,0,-165123,178789,-150143,-275,0,-28371
2023-01-09,40362,1270,-2303,43698,2639,522,0,-299212,135283,77625,116,0,-213024
2023-01-10,-20767,-25561,-133363,4956,0,0,-32205,-102055,123139,185181,675,0,-308995
2023-01-11,43136,18712,-5834,54950,0,0,0,-173954,-154793,220060,-2277,0,-62990
2023-01-12,30202,-591,-119847,-19094,0,0,-22144,-277283,413581,-9533,4709,0,-408757
2023-01-13,23720,-22009,-26492,-4368,0,-1,-55572,4422,21346,63800,-4846,0,-80300
2023-01-16,14870,-34125,65067,70727,0,0,-4963,2750,-200418,84976,1116,0,114326
2023-01-17,-73929,6065,33722,105961,0,1,0,4151,-18412,-56754,-805,0,75971
2023-01-18,74071,25882,25049,-11813,0,0,-68611,-406612,136327,226875,-1168,0,-362034
2023-01-19,-15037,21754,17214,75344,0,-164,-8884,-113098,-92899,115973,-203,0,-22871
2023-01-20,40645,9487,28869,82789,0,0,1544,-170577,12341,-7652,2554,0,-7243
2023-01-25,-4948,-914,-16,21357,0,0,6863,47797,-57472,-13932,1265,0,70139
2023-01-26,-931,-24362,-1393,64972,-256,-1719,-30000,103375,-96506,-11780,-1400,0,109686
2023-01-27,-126245,-28395,-37953,-14625,0,0,-14795,61614,-100058,259688,769,0,-160399
2023-01-30,-18575,-1079,589,48009,-3933,0,-34020,105564,-117331,21826,-1050,0,96555
2023-01-31,-66896,-15,-3564,34166,0,0,0,-71944,23562,84332,359,0,-108253
2023-02-01,55190,-11463,-169575,48431,0,0,-64438,-156080,263919,34592,-576,0,-297935
2023-02-02,32821,-16825,24186,22770,0,0,-48158,-370140,300463,52528,2355,0,-355346
2023-02-03,26043,-20028,-8645,-91706,0,0,-55326,-99067,287002,-39464,1191,0,-248729
2023-02-06,10073,-15595,50433,57173,0,0,-19176,-138162,-72562,126752,1064,0,-55254
2023-02-07,25861,-959,10648,79124,0,1,-60277,-226221,189217,-19074,1680,0,-171823
2023-02-08,4088,-6276,-32902,5026,2201,0,-27250,3377,115270,-61435,-2099,0,-51736
2023-02-09,-27208,7212,147350,21057,-276,-133,15801,-100887,-369971,311075,-4020,0,62916
2023-02-10,-9965,12302,54229,135020,0,0,17535,-26740,-146422,-39223,3264,0,182381
2023-02-13,-17489,-932,-4829,-5413,0,0,19429,-12907,-36084,57739,486,0,-22141
2023-02-14,52321,-1509,-5699,-44429,0,0,110000,-462,-115832,6541,-931,0,110222
2023-02-15,-63039,17,-23019,54162,0,0,-3355,-1007,83372,-47857,726,0,-36241
2023-02-16,31580,-2,7021,-7153,0,0,20000,11675,19948,-82574,-495,0,63121
2023-02-17,-13706,1612,-8004,-31131,2371,0,20000,-174359,50791,151999,427,0,-203217
2023-02-20,46235,-2153,1506,6675,0,1,-54978,-127594,87325,43130,-147,0,-130308
2023-02-21,-146574,-39198,-67151,-17096,0,0,-75947,-63743,574657,-169254,4306,0,-409709
2023-02-22,-79824,-27037,-6756,-47082,1518,0,-30447,3720,227926,-47834,5816,0,-185908
2023-02-23,52034,10664,20509,-253,0,0,5213,-8479,17791,-97797,318,0,79688
2023-02-24,21261,147,-18559,70,0,0,9258,4678,75202,-92686,629,0,16855
2023-02-27,-29655,-15442,26270,25328,6136,0,-28670,6171,-22319,36875,-4694,0,-9862
2023-02-28,30849,13132,126411,109624,0,0,473,13774,-52047,-242264,48,0,294263
2023-03-02,-98119,62749,104423,33311,0,0,104290,6657,-109843,-102342,-1126,0,213311
2023-03-03,-9623,7716,3533,-7617,0,0,56176,6120,90360,-147622,957,0,56305
2023-03-06,-8720,-1418,792,-27935,224,159,37023,-4145,16852,-12899,67,0,-4020
2023-03-07,-111870,-35212,-36408,-70932,0,0,-99932,-1193,358107,-7715,5155,0,-355547
2023-03-08,-129814,-2195,-20327,-28114,0,0,0,5054,157800,18187,-591,0,-175396
2023-03-09,-15932,10007,35270,20101,3599,0,-5809,900,3177,-52159,846,0,48136
2023-03-10,1951,-6734,-2437,11190,0,0,0,7543,101983,-114601,1105,0,11513
2023-03-13,1814,-281,22679,3611,0,0,-17652,7646,-1606,-14731,-1480,0,17817
2023-03-14,-26842,904,-690,-12566,0,0,-8191,230937,-7345,-177013,806,0,183552
2023-03-15,-15931,-1813,-2371,-93221,0,0,-868,112188,139230,-145538,8324,0,-2016
2023-03-16,6315,-11273,-20698,9297,0,-1806,2977,141988,-51759,-74986,-55,0,126800
2023-03-17,78912,-6786,-18955,-29930,0,0,-1091,235783,-68976,-187507,-1450,0,257933
2023-03-20,36791,8550,-7270,-88764,0,0,20000,-247891,257333,19044,2207,0,-278584
2023-03-21,-6953,8165,-8758,-27063,0,0,0,207664,-201571,28485,31,0,173055
2023-03-22,-72542,-17,-22039,-47756,0,0,-65000,285034,253201,-331762,881,0,77680
2023-03-23,43201,8216,122561,-51716,0,0,-80056,149118,-284377,93778,-725,0,191324
2023-03-24,-74257,-200,-19699,-55805,0,0,0,364251,-15376,-199066,152,0,214290
2023-03-27,-119,353,-27608,-141473,0,0,-49180,316578,-14565,-84464,478,0,98551
2023-03-28,9182,-6,-1267,-86082,-1425,0,-59144,147657,-90683,82261,-493,0,8915
2023-03-29,-7807,21303,54323,-28014,-1305,0,29738,91801,-294102,134029,34,0,160039
2023-03-30,46694,-443,-20111,-9439,0,-1174,-70000,179526,-13304,-111695,-54,0,125053
2023-03-31,-17083,-5076,6636,16773,0,-2935,13422,140977,-120182,-22749,-9783,0,152714
2023-04-03,-47022,-6914,14331,-5867,0,0,-23410,31589,-53735,97827,-6799,0,-37293
2023-04-04,19510,-6958,-10533,-31042,0,0,-52879,4703,11251,62657,3291,0,-77199
2023-04-05,-24850,-24167,-4844,-54840,0,0,-89982,1834,402618,-210698,4929,0,-196849
2023-04-06,-51767,4592,11049,-30510,0,0,10204,15554,27836,13849,-807,0,-40878
2023-04-07,-1691,-313,16000,21253,0,0,-13676,98446,-50785,-70602,1368,0,120019
2023-04-10,-44759,-12420,-96732,-90867,0,0,41076,84591,81544,36393,1174,0,-119111
2023-04-11,27827,-610,2785,-53611,0,1500,71150,-36190,-122097,110198,-952,0,12851
2023-04-12,11,4495,2204,-59074,0,0,27311,-5430,78196,-47678,-35,0,-30483
2023-04-13,-47396,-1437,-11777,-127063,0,-29999,-26337,-106135,184064,166490,-410,0,-350144
2023-04-14,76195,-1388,-18316,-206320,0,0,-6684,-76804,146509,86461,347,0,-233317
2023-04-17,-9827,-26974,-93178,-3995,0,1500,-849,-464880,287252,309868,1083,0,-598203
2023-04-18,9821,2760,35269,65881,0,0,-29227,-176906,-312939,407154,-1813,0,-92402
2023-04-19,-68341,13885,1263,-737,2953,0,44910,-138191,34641,109224,393,0,-144258
2023-04-20,-55420,2024,-89683,-14912,0,0,13995,255631,-43718,-68404,487,0,111635
2023-04-21,-46427,-98296,-291303,-265365,-2463,-681,-288931,-142792,2371465,-1248528,13321,0,-1136258
2023-04-24,70424,9128,-30085,-30259,0,0,23020,-38224,-50491,47144,-657,0,4004
2023-04-25,-7819,-14169,-6757,26166,0,0,-148054,349438,-161055,-34455,-3295,0,198805
2023-04-26,60716,5489,1346,10404,13500,500,32338,155975,-253663,-26429,-176,0,280268
2023-04-27,29012,0,-9862,30502,-1149,-551,0,137788,-29991,-148727,-7022,0,185740
2023-04-28,-16685,3022,11429,-200,0,1067,0,144607,-197726,54606,-120,0,143240
2023-05-02,74287,45917,14223,17224,0,1055,7076,107245,-257123,-9118,-786,0,267027
2023-05-03,-126462,-9823,2330,-6361,-273,0,29485,100999,43810,-33858,153,0,-10105
2023-05-04,14244,7127,-14906,-25952,0,531,-106,-1143,28781,-8535,-41,0,-20205
2023-05-08,11165,2366,-18794,-157048,0,0,2241,-615477,444703,329421,1423,0,-775547
2023-05-09,-32667,-31,-67593,-100564,0,-1422,2706,186,132997,66260,128,0,-199385
2023-05-10,12999,24539,-59,-10787,0,-1,12429,-59976,-20250,41293,-187,0,-20856
2023-05-11,-57579,-5368,-45890,-15443,0,-18999,3862,-192280,207164,123817,716,0,-331697
2023-05-12,12377,0,-137891,-194,0,14,3564,387664,-150023,-115723,212,0,265534
2023-05-15,28649,4518,-38033,-44337,0,30,756,202734,97359,-251933,257,0,154317
2023-05-16,-6190,6931,-10489,-23393,0,27,680,0,93151,-60749,32,0,-32434
2023-05-17,84625,-4232,-11975,-1237,0,-4291,1565,23698,-121307,32188,966,0,88153
2023-05-18,-4319,3306,3843,14852,0,16,1501,62516,60402,-142128,11,0,81715
2023-05-19,41346,-5147,-16792,-66027,0,-96,2000,173986,-153452,24265,-83,0,129270
2023-05-22,10702,-21236,-14006,-53188,0,0,0,137816,-20910,-39096,-82,0,60088
2023-05-23,2101,-36,-3680,24096,0,0,4020,27118,-44611,-8228,-780,0,53619
2023-05-24,-42933,-185,8046,4802,0,0,3635,93,129272,-102834,104,0,-26542
2023-05-25,-20530,-3399,-115449,-15504,0,-1,63,-973,249020,-93780,553,0,-155793
2023-05-26,1154,5710,559,-6064,0,0,-8998,105990,15044,-114107,712,0,98351
2023-05-30,-24982,-20300,-26698,-52307,0,0,11365,-719,301585,-189183,1239,0,-113641
2023-05-31,-15825,-18363,-17172,-85337,0,0,-9435,-2750,138962,9878,42,0,-148882
2023-06-01,-84416,5925,9900,37354,0,0,3356,1514,102660,-81287,4994,0,-26367
2023-06-02,14147,-118,-6626,-62167,0,0,-9890,-1642,154891,-88725,130,0,-66296
2023-06-05,20190,-22256,12373,-6695,0,0,5323,18495,41719,-69639,490,0,27430
2023-06-07,15720,-1795,9122,-29680,0,0,-14375,-1689,71332,-48666,31,0,-22697
2023-06-08,-60478,-32409,-28962,-38817,0,0,-20542,1520,249464,-70304,528,0,-179688
2023-06-09,49676,-5558,-124072,-61953,0,1,-63681,1688,234577,-32693,2015,0,-203899
2023-06-12,2691,5140,-62217,-142178,-4414,1,-66151,-10716,269605,7199,1040,0,-277844
2023-06-13,50636,-14541,-92075,-36043,0,-12050,-48362,-6458,78488,79689,716,0,-158893
2023-06-14,9980,-19274,-42720,-4151,0,0,-67196,3665,160426,-41737,1007,0,-119696
2023-06-15,21474,-280,-10120,-69426,0,0,-87566,1279,133173,14402,-2936,0,-144639
2023-06-16,-37059,-10,16062,18168,0,0,-3000,-13863,77482,-61182,3402,0,-19702
2023-06-19,-55570,4792,-5423,-18128,0,0,12717,-11789,125416,-57073,5058,0,-73401
2023-06-20,-86340,12430,132939,17026,0,0,63144,4619,80094,-218933,-4979,0,143818
2023-06-21,-26047,15733,117139,97624,0,1523,49867,14505,-246016,-25069,741,0,270344
2023-06-22,-18060,14100,9821,11557,0,0,48733,1405,-58207,-11677,2328,0,67556
2023-06-23,8174,-636,7526,20836,0,0,45812,-38100,-14585,-29048,21,0,43612
2023-06-26,-13740,6738,-17828,-74864,0,0,1815,-1855,171315,-67114,-4467,0,-99734
2023-06-27,43834,-7,5192,-84492,0,0,0,-5,28476,6862,140,0,-35478
2023-06-28,-8843,-4987,31271,-24241,0,0,51436,377,-21721,-23277,-15,0,45013
2023-06-29,-39891,1366,-4381,-32756,0,0,-20000,4472,189982,-99509,717,0,-91190
2023-06-30,167692,-4755,-36943,-9369,0,0,-85000,627,-69309,32814,4243,0,32252
2023-07-03,12441,11572,36734,48860,0,-1433,78676,23934,22280,-233900,836,0,210784
2023-07-04,-117192,10296,-4690,-21018,0,0,4046,-1402,207081,-73300,-3821,0,-129960
2023-07-05,-8218,14658,-7063,-9689,0,0,-9703,-3989,78558,-54522,-32,0,-24004
2023-07-06,-22730,-6323,6450,-15370,0,0,-16780,-2910,256351,-194525,-4163,0,-57663
2023-07-07,-28817,10451,4099,174,0,0,66621,885,80728,-133932,-209,0,53413
2023-07-10,-32044,-356,-1621,13939,0,0,-29291,6978,-63147,105706,-164,0,-42395
2023-07-11,71797,3886,7042,-7258,0,0,-44890,-49,-35683,5217,-62,0,30528
2023-07-12,7320,24,-692,48135,0,0,-18040,20003,-72629,15704,175,0,56750
2023-07-13,-4036,-4247,31636,-131808,0,0,-6214,1596,168946,-55758,-115,0,-113073
2023-07-14,-87980,-104193,3541,-1632,0,0,46250,6529,-299953,439822,-2384,0,-137485
2023-07-17,-27452,-3278,-43640,19975,0,0,-147325,-6630,229455,-20865,-240,0,-208350
2023-07-18,-47251,-7227,-26865,-39977,0,0,-52170,-891,181912,-8354,823,0,-174381
2023-07-19,28553,179,-984,-17832,0,0,77265,-389,-209762,118573,4397,0,86792
2023-07-20,24788,-2731,-25243,-84704,0,0,-39970,753,252146,-128179,3140,0,-127107
2023-07-21,-21416,-32,-20034,-4618,0,0,-12656,1354,142686,-87476,2192,0,-57402
2023-07-24,-4607,-3958,-21776,-5605,0,0,2349,4098,75581,-47436,1354,0,-29499
2023-07-25,-19465,-15733,-53390,1339,-2898,0,-69343,852,14232,144696,-290,0,-158638
2023-07-26,-37333,3581,-72521,-189779,0,0,27588,13130,314007,-54117,-4556,0,-255334
2023-07-27,64373,-10977,46103,206525,0,-1,62103,198324,-554772,-10798,-880,0,566450
2023-07-28,-14175,398,1265,108648,0,0,11117,133047,-74666,-169458,3824,0,240300
2023-07-31,28430,-136650,1390,129877,0,0,-769,99293,-122760,-464,1653,0,121571
2023-08-01,6195,-130,-27345,-171440,0,0,0,119546,85968,-8554,-4240,0,-73174
2023-08-02,-34490,332,52,-843,0,0,781,62028,-66741,39379,-498,0,27860
2023-08-03,48815,-2131,-22189,-111592,0,0,-372,-39758,93066,34808,-647,0,-127227
2023-08-04,-11803,-701,14187,32011,0,0,17690,-39298,-161025,145619,3320,0,12086
2023-08-07,-36904,603,-32088,2069,0,0,-33983,1676,47023,52357,-753,0,-98627
2023-08-08,23559,660,-12222,1206,0,0,779,317,52300,-64870,-1729,0,14299
2023-08-09,27728,-8016,-63092,-28209,0,0,-111,3936,-22724,90484,4,0,-67764
2023-08-10,-20467,201429,126692,537683,-13500,3928,102386,-1390817,-744464,1196846,284,0,-452666
2023-08-11,-28333,16383,116859,131191,0,132,52925,-7369,-559412,282651,-5027,0,281788
2023-08-14,-84678,177874,-73819,28705,0,8550,18866,12187,-267998,183400,-3087,0,87685
2023-08-16,-33415,28727,18552,-62510,0,7726,11838,-72933,-163714,268337,-2608,0,-102015
2023-08-17,133909,13456,4937,-33831,6759,2881,-1389,6337,-227651,93642,950,0,133059
2023-08-18,-77191,8574,-17586,-60434,0,1288,15247,520482,-231006,-155054,-4320,0,390380
2023-08-21,49687,3233,-154,-146321,0,0,1285,251439,-325835,166360,306,0,159169
2023-08-22,-22397,-2973,-34681,-94870,0,-426,2657,158977,-78877,71530,1060,0,6287
2023-08-23,-24308,8910,-17704,-104399,0,3145,4878,132370,-104316,96656,4768,0,2892
2023-08-24,-31929,26408,72603,-4307,0,-1,56610,93704,59249,-272837,500,0,213088
2023-08-25,-68467,6811,36362,-1641,0,0,40635,72382,-95386,10890,-1586,0,86082
2023-08-28,82326,-7999,-4740,-142947,0,830,109,12170,187940,-128868,1179,0,-60251
2023-08-29,3124,18044,-16685,18025,0,1296,3323,-34920,165081,-153170,-4118,0,-7793
2023-08-30,20995,8763,21232,-8326,0,-426,-3,3438,64783,-111313,857,0,45673
2023-08-31,22735,15932,-48793,37779,0,0,-8360,-5331,38211,-52510,337,0,13962
2023-09-01,-92009,20164,71460,16768,0,0,38039,-2246,3296,-55736,264,0,52176
2023-09-04,-16135,1516,23026,-6719,0,0,42560,1028,65112,-111290,902,0,45276
2023-09-05,-8725,-1,-73,2325,0,0,83,320,275921,-278448,8598,0,-6071
2023-09-06,30245,25603,107384,119290,0,0,43097,-36097,-304518,17324,-2328,0,289522
2023-09-07,-6454,16436,57731,-156,0,0,24456,1615,26516,-125949,5805,0,93628
2023-09-08,26715,31198,63581,-1402,0,0,9856,-4355,-203877,74914,3370,0,125593
2023-09-11,-46458,-2179,28850,12392,0,0,20236,5998,125126,-142645,-1320,0,18839
2023-09-12,31344,-636,-26428,-6806,0,0,0,428,215066,-205010,-7958,0,-2098
2023-09-13,23916,15084,27177,246,0,0,6716,-3319,-105238,37606,-2188,0,69820
2023-09-14,-11557,11922,-14236,293,0,0,11692,46550,5970,-50352,-282,0,44664
2023-09-15,26796,3176,4568,-24580,0,0,5705,-32621,-56238,73166,28,0,-16956
2023-09-18,50299,844,1653,37774,-674,0,3615,-27757,14476,-83893,3663,0,65754
2023-09-19,14573,-448,-5624,-8087,0,0,1190,-119801,142727,-23954,-576,0,-118197
2023-09-20,-3197,1831,2636,-4489,0,0,-2350,2340,-19622,20244,2607,0,-3229
2023-09-21,-58305,8859,-323,-33926,0,0,-3060,105691,-54680,34720,1024,0,18936
2023-09-22,-6000,-296,4977,-94,0,0,1193,65690,-66010,4302,-3762,0,65470
2023-09-25,39763,1300,-25662,-25477,0,0,-5733,29312,69438,-82820,-121,0,13503
2023-09-26,-4274,-4351,-29069,-6272,0,0,0,10816,93899,-62274,1525,0,-33150
2023-09-27,2477,-2121,-210,11341,0,0,0,1147,13380,-29479,3465,0,12634
2023-10-04,58895,-110217,-118484,-143036,0,-11860,-70349,3086,170726,224850,-3611,0,-391965
2023-10-05,14636,19829,46861,-78175,0,1805,11834,-1036,-42010,24219,2037,0,15754
2023-10-06,11222,-23804,-53919,-84446,0,0,-6559,-1100,69924,87787,895,0,-158606
2023-10-10,-11205,966,35264,-166733,0,-404,-10413,1913,-127144,277696,60,0,-150612
2023-10-11,21316,3293,25764,599,0,0,9566,-1489,-10449,-46122,-2478,0,59049
2023-10-12,-51413,-4483,-6405,80492,0,0,-10676,300,-12336,3779,742,0,7815
2023-10-13,7709,-20394,89962,31319,0,0,2685,5771,-36390,-80485,-177,0,117052
2023-10-16,70337,-98936,3394,419,0,0,-20242,-441,-64705,107630,2544,0,-45469
2023-10-17,-23754,-17811,26064,341,0,0,4309,275,25256,-14995,315,0,-10576
2023-10-18,82568,-42490,990,830,0,0,-17374,-1455,-96272,73018,185,0,23069
2023-10-19,28559,-23229,-6405,1757,0,0,-29303,705,-50801,78071,646,0,-27916
2023-10-20,110719,-10660,1434,-13390,0,-25,-15631,-4510,-35820,-36214,4097,0,67937
2023-10-23,-32976,5451,94570,5214,0,0,12010,-7218,-67405,-10088,442,0,77051
2023-10-24,42336,3952,23557,20455,0,0,41405,-475,-18986,-112276,32,0,131230
2023-10-25,-7120,2367,123670,58870,0,0,-8243,889,-57639,-112411,-383,0,170433
2023-10-26,2315,6847,20787,548,0,-30,41778,-550,-17700,-53932,-63,0,71695
2023-10-27,43259,16310,5797,1875,0,1900,12188,930,-11476,-70987,204,0,82259
2023-10-30,19866,351,3856,5862,0,0,2710,201,-59057,26185,26,0,32846
2023-10-31,-8000,2861,4337,13976,0,0,-31394,49,67617,-50389,943,0,-18171
2023-11-01,58666,809,1245,640,-589,437,-21753,672,17604,-57706,-25,0,40127
2023-11-02,91347,-64308,-52857,-30047,-292,-2667,-38482,-3135,353258,-246306,-6511,0,-100441
2023-11-03,198874,-32648,-59483,-32527,0,-239,-36113,-17709,-456819,440208,-3544,0,20155
2023-11-06,-14621,-831,-45119,5150,-199,-156,-49380,10266,101407,-17239,10722,0,-94890
2023-11-07,4577,-3498,15566,-7431,0,0,-46722,-8660,55880,-8633,-1079,0,-46168
2023-11-08,7328,86,294,793,0,0,-71288,-1161,49759,14048,141,0,-63948
2023-11-09,-32163,-779,2576,-2250,0,0,29841,22065,25230,-45401,881,0,19290
2023-11-10,-132896,-12822,-1938,-550,0,0,-33889,2734,215527,-36468,302,0,-179361
2023-11-13,-61786,-52,-132332,-7626,0,0,13620,3499,230132,-45816,361,0,-184677
2023-11-14,8503,-6536,6773,4956,0,0,-23985,19581,15116,-24419,11,0,9292
2023-11-15,-3523,9676,32408,66835,0,0,0,-1310,-219275,114910,279,0,104086
2023-11-16,-27866,11586,-83418,-12929,0,0,2399,-203,80712,29793,-74,0,-110431
2023-11-17,-23703,34473,-51657,-1474,0,0,-16245,5595,70045,-19186,2152,0,-53011
2023-11-20,20225,-686,-6815,-14000,0,-209,0,710,-48760,49386,149,0,-775
2023-11-21,-592,-2254,-55652,-14232,0,0,-16345,3644,57019,27624,788,0,-85431
2023-11-22,12920,-14974,-50213,-45,0,-3243,-24333,4000,97174,-17629,-3657,0,-75888
2023-11-23,3395,-6500,-6453,-7556,0,-1568,0,-1400,-1106,21322,-134,0,-20082
2023-11-24,-12104,-3,15517,-101361,0,0,-7503,3845,84996,16385,228,0,-101609
2023-11-27,-9921,-14157,-19875,3114,0,-6822,-5692,-33270,185013,-99140,750,0,-86623
2023-11-28,-13864,-20755,-6426,-20107,0,0,-35168,3370,191475,-159848,61323,0,-92950
2023-11-29,-4999,-71485,-98352,-3896,0,0,-120593,5027,389717,-96043,624,0,-294298
2023-11-30,-28397,-37527,-56088,-4557,0,1,-53966,3064,159256,15029,3185,0,-177470
2023-12-01,-1894,0,13845,-1413,-417,-2364,-43801,8733,-7453,34669,95,0,-27311
2023-12-04,8676,-31456,1,-214,0,0,-10208,247,33941,-1114,127,0,-32954
2023-12-05,-2679,566,-9198,0,0,0,-44573,114,42220,9622,3928,0,-55770
2023-12-06,84020,-24256,3409,-458,0,0,-21524,-23079,-66118,46943,1063,0,18112
2023-12-07,-40212,-2,-75202,13,0,0,219,5586,233528,-124240,310,0,-109598
2023-12-08,43914,15,-32500,3652,0,0,-49798,4907,-7295,37529,-424,0,-29810
2023-12-11,-15201,-34,0,5,0,0,10956,394,-60602,63919,563,0,-3880
2023-12-12,5305,16294,15037,-12603,0,0,10856,524,-5862,-28990,-561,0,35413
2023-12-13,2350,3,25730,-3066,0,0,37605,14,-70521,7552,333,0,62636
2023-12-14,28323,-14029,33866,-154,0,0,4493,-22,-31318,-18367,-2792,0,52477
2023-12-15,3500,-10746,145,5446,0,0,-25023,-1319,44181,-17010,826,0,-27997
2023-12-18,4247,0,16345,45644,0,-200,508,-2877,-82536,18224,645,0,63667
2023-12-19,-10112,-7178,-3186,-6899,0,0,-61057,-30566,102066,16680,252,0,-118998
2023-12-20,-4517,3020,2413,-274,0,0,-10000,-170,-43259,50988,1799,0,-9528
2023-12-21,-51500,-106,-57565,-636,0,0,-13253,242,172347,-51590,2061,0,-122818
2023-12-22,-16611,0,-703,-4947,0,1,-13262,-8990,18332,25022,1158,0,-44512
2023-12-26,14837,-12345,-129141,0,0,0,-43810,100,154472,10095,5792,0,-170359
2023-12-27,-21541,-3095,-3803,-589,0,0,-25071,530,64759,-13907,2717,0,-53569
2023-12-28,-26398,-7501,21521,-3804,0,440,-46456,-490,-6440,70067,-939,0,-62688
2024-01-02,-6368,-3344,-1388,655,0,0,-36438,0,-4333,52054,-838,0,-46883
2024-01-03,-68552,-881,-4280,-3622,-1635,-1998,-6000,67,90998,-9243,5146,0,-86901
2024-01-04,-18307,-5838,-12961,6906,228,0,-22731,1069,314719,-270487,7402,0,-51634
2024-01-05,-16228,-89,-58893,-94,0,0,-74583,996,170127,-23502,2266,0,-148891
2024-01-08,-11234,-404,0,-282,0,0,-16002,1000,-37460,63915,467,0,-26922
2024-01-09,50784,-2635,23108,-3351,0,0,-7869,0,-91648,31767,-156,0,60037
2024-01-10,-10624,-4562,-1309,4,0,2,-10062,151,62755,-37382,1027,0,-26400
2024-01-11,4171,-98,16347,0,230,0,-44208,642,-3650,26673,-107,0,-22916
2024-01-12,-31793,-12,-304,-278,0,153,-10000,9962,217953,-189478,3797,0,-32272
2024-01-15,21112,-3081,-6605,-1996,0,0,-14618,5,20563,-15103,-277,0,-5183
2024-01-16,-3537,-22614,-71406,-45404,0,0,-63775,646,225925,-22447,2612,0,-206090
2024-01-17,34281,89,-47869,113,0,36,-45134,1004,56544,-275,1211,0,-57480
2024-01-18,-304,-356,-5611,-7333,0,-3002,-26655,4405,-4752,40314,3294,0,-38856
2024-01-19,77636,3572,-957,30314,0,-545,-53791,1938,-120129,62206,-244,0,58167
2024-01-22,49222,-197,-15040,0,0,0,-8840,-2099,13723,-36868,99,0,23046
2024-01-23,26005,-25817,-7432,-525,0,-4326,-53573,1035,45723,19345,-435,0,-64633
2024-01-24,14664,-14443,-132521,-3532,0,0,-47254,5198,79917,96881,1090,0,-177888
2024-01-25,16322,0,-46256,0,0,0,-37908,10788,60758,-5720,2016,0,-57054
2024-01-26,-8795,-377,20649,17136,0,0,-10468,277,-206509,181385,6702,0,18422
2024-01-29,-5884,87,-2556,2445,0,0,-39757,5055,93019,-51046,-1363,0,-40610
2024-01-30,-13845,-5651,-13,42,0,0,-19274,40,5887,34571,-1757,0,-38701
2024-01-31,-2059,7085,-30,2972,0,0,-19532,5033,10814,-628,-3655,0,-6531
2024-02-01,46096,-13930,-22385,407,0,0,-19940,3433,-45557,51892,-16,0,-6319
2024-02-02,54937,13553,-8540,22321,0,-2000,-75496,8522,-64874,49030,2547,0,13297
2024-02-05,1371,-1562,-18,-260,0,0,-10934,4825,-1562,10031,-1891,0,-6578
2024-02-06,-33945,6889,-26527,9116,0,-7,-14310,-3608,46334,11397,4661,0,-62392
2024-02-07,33949,4191,-6988,-3250,0,0,-21040,-444,-11359,4882,59,0,6418
2024-02-08,-35526,36824,-3659,6990,0,7471,30132,-4152,-74129,34683,1366,0,38080
2024-02-13,-44806,15923,-13700,-9119,0,3814,46660,-551,50289,-48412,-98,0,-1779
2024-02-14,-24854,5365,-53,-195,0,0,7900,-3476,-42813,58162,-36,0,-15313
2024-02-15,-28527,-354,-26728,-18805,0,0,-3739,2884,185699,-35804,-74626,0,-75269
2024-02-16,3592,-155,-29355,4,0,0,-24738,-1441,177487,-121413,-3981,0,-52093
2024-02-19,60652,-15219,553,79,0,0,-54773,-78,-152567,178822,-17469,0,-8786
2024-02-20,-37653,-2542,-997,4,0,-2375,-30413,48659,241402,-219651,3566,0,-25317
2024-02-21,-38316,-153,0,-97,0,0,-14384,10005,3418,39476,51,0,-42945
2024-02-22,-3225,-4240,-10826,8139,0,-2187,-30214,5718,184735,-147594,-306,0,-36835
2024-02-23,-72050,5853,8849,-7658,0,0,-25967,1806,173956,-85161,372,0,-89167
2024-02-26,-15108,-1699,-493,-45,0,0,-31369,8060,63458,-22828,24,0,-40654
2024-02-27,-12508,-95,-14833,-18966,0,-1,-11497,3648,203115,-148955,92,0,-54252
2024-02-28,20534,3797,17728,-14868,0,0,353,1027,-64805,35937,297,0,28571
2024-02-29,-38974,-43,28350,-97,0,0,-13800,95,7926,13822,2721,0,-24469
2024-03-04,30744,5224,10374,1565,0,0,20371,-1059,-53821,-15942,2544,0,67219
2024-03-05,-678,15852,3479,10937,0,-1,31541,-1472,-208426,147413,1355,0,59658
2024-03-06,-5420,-933,-20914,11459,0,1,2826,630,40387,-30955,2919,0,-12351
2024-03-07,-74964,-6552,15866,68448,0,-1,119786,37523,-255959,101480,-5627,0,160106
2024-03-08,4383,1747,13609,4736,0,-26,10000,3867,149755,-186922,-1149,0,38316
2024-03-11,-3021,8664,14626,0,-1075,0,0,-14000,49628,-56066,1244,0,5194
2024-03-12,2297,2021,-4118,4906,0,0,-512,1246,-43076,37569,-333,0,5840
